region,programme_title,p1_site,p1_speciality,p2_site,p2_speciality,p3_site,p3_speciality,p4_site,p4_speciality,p4_description,p5_site,p5_speciality,p5_description,p6_site,p6_speciality,p6_description
North,ScotN02003,Aberdeen Royal Infirmary,General Surgery,Aberdeen Royal Infirmary,Infectious Diseases,Aberdeen Royal Infirmary,Cardiology,Woodend General Hospital,Trauma and Orthopaedic Surgery,,Aberdeen Maternity Hospital,Obstetrics and Gynaecology,,Aberdeen Royal Infirmary,Acute Internal Medicine,
North,ScotN02004,Aberdeen Royal Infirmary,General Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Respiratory Medicine,Aberdeen Royal Infirmary,General (Internal) Medicine,,Aberdeen Royal Infirmary,Oral and Maxillo-facial Surgery,,Kincorth Medical Practice,General Practice,"Kincorth Medical Practice, Kincorth Community Health Centre Provost Watt Drive, Aberdeen, AB12 5NA (N30401)"
North,ScotN02005,Aberdeen Royal Infirmary,Respiratory Medicine,Aberdeen Royal Infirmary,General Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Oral and Maxillo-facial Surgery,,Kincorth Medical Practice,General Practice,"Kincorth Medical Practice, Kincorth Community Health Centre, Provost Watt Drive, Aberdeen, AB12 5NA (N30401)",Aberdeen Royal Infirmary,General (Internal) Medicine,
North,ScotN02006,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Respiratory Medicine,Aberdeen Royal Infirmary,General Surgery,Kincorth Medical Practice,General Practice,"Kincorth Medical Practice, Kincorth Community Health Centre Provost Watt Drive, Aberdeen, AB12 5NA (N30401)",Aberdeen Royal Infirmary,General (Internal) Medicine,,Aberdeen Royal Infirmary,Oral and Maxillo-facial Surgery,
North,ScotN02007,Aberdeen Royal Infirmary,General (Internal) Medicine,Aberdeen Royal Infirmary,General Surgery,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Gastroenterology,,Newburn Health Centre,General Practice,"Newburn Health Centre, Denburn Health Centre, Rosemount Viaduct, Aberdeen, AB25 1QB (N30078)",Woodend General Hospital,Trauma and Orthopaedic Surgery,
North,ScotN02008,Aberdeen Royal Infirmary,General Surgery,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,General (Internal) Medicine,Newburn Health Centre,General Practice,"Newburn Health Centre, Denburn Health Centre, Rosemount Viaduct, Aberdeen, AB25 1QB (N30078)",Woodend General Hospital,Trauma and Orthopaedic Surgery,,Aberdeen Royal Infirmary,Gastroenterology,
North,ScotN02009,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,General (Internal) Medicine,Aberdeen Royal Infirmary,General Surgery,Woodend General Hospital,Trauma and Orthopaedic Surgery,,Aberdeen Royal Infirmary,Gastroenterology,,Newburn Health Centre,General Practice,"Newburn Health Centre, Denburn Health Centre, Rosemount Viaduct, Aberdeen, AB25 1QB (N30078)"
North,ScotN02010,Dr Gray's Hospital,General (Internal) Medicine,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Histopathology,,Aberdeen Royal Infirmary,Emergency Medicine,,Aberdeen Royal Infirmary,Infectious Diseases,
North,ScotN02011,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Dr Gray's Hospital,General (Internal) Medicine,Aberdeen Royal Infirmary,Emergency Medicine,,Aberdeen Royal Infirmary,Infectious Diseases,,Aberdeen Royal Infirmary,Histopathology,
North,ScotN02012,Aberdeen Royal Infirmary,Acute Internal Medicine,Dr Gray's Hospital,General (Internal) Medicine,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Infectious Diseases,,Aberdeen Royal Infirmary,Histopathology,,Aberdeen Royal Infirmary,Emergency Medicine,
North,ScotN02013,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Gilbert Road Medical Group,General Practice,"Gilbert Road Medical Group, 39 Gilbert Road, Bucksburn, Aberdeen, AB21 9AN (N31211)",Aberdeen Royal Infirmary,General (Internal) Medicine,General (Internal) Medicine and Stroke Medicine,Aberdeen Maternity Hospital,Paediatrics,Paediatrics and Neonatal Medicine
North,ScotN02014,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Aberdeen Maternity Hospital,Paediatrics,Paediatrics and Neonatal Medicine,Gilbert Road Medical Group,General Practice,"Gilbert Road Medical Group, 39 Gilbert Road, Bucksburn, Aberdeen, AB21 9AN (N31211)",Aberdeen Royal Infirmary,General (Internal) Medicine,General (Internal) Medicine and Stroke Medicine
North,ScotN02015,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Aberdeen Royal Infirmary,General (Internal) Medicine,General (Internal) Medicine and Stroke Medicine,Aberdeen Maternity Hospital,Paediatrics,Paediatrics and Neonatal Medicine,Gilbert Road Medicine Group,General Practice,"Gilbert Road Medical Group, 39 Gilbert Road, Bucksburn, Aberdeen, AB21 9AN (N31211)"
North,ScotN03001,Aberdeen Royal Infirmary,Gastroenterology,Royal Aberdeen Children's Hospital,Paediatrics,Aberdeen Royal Infirmary,Neurosurgery,Dr Gray's Hospital,General Psychiatry,,Ardach Health Centre,General Practice,"Ardach Health Centre, Highfield Road, Buckie, Banffshire, AB56 1JE (N32586)",Dr Gray's Hospital,Emergency Medicine,
North,ScotN03002,Royal Aberdeen Children's Hospital,Paediatrics,Aberdeen Royal Infirmary,Neurosurgery,Aberdeen Royal Infirmary,Gastroenterology,Ardach Health Centre,General Practice,"Ardach Health Centre, Highfield Road, Buckie, Banffshire, AB56 1JE (N32586)",Dr Gray's Hospital,Emergency Medicine,,Dr Gray's Hospital,General Psychiatry,
North,ScotN03003,Aberdeen Royal Infirmary,Neurosurgery,Aberdeen Royal Infirmary,Gastroenterology,Royal Aberdeen Children's Hospital,Paediatrics,Dr Gray's Hospital,Emergency Medicine,,Dr Gray's Hospital,General Psychiatry,,Ardach Health Centre,General Practice,"Ardach Health Centre, Highfield Road, Buckie, Banffshire, AB56 1JE (N32586)"
North,ScotN03004,Aberdeen Royal Infirmary,Respiratory Medicine,Aberdeen Royal Infirmary,Geriatric Medicine,Royal Aberdeen Children's Hospital,Paediatrics,Dr Gray's Hospital,Trauma and Orthopaedic Surgery,,Linkwood Medical,General Practice,"Linkwood Medical, The Glassgreen Centre, 2 Thornhill Drive, Elgin, IV30 6GQ (N32707)",Dr Gray's Hospital,Emergency Medicine,
North,ScotN03005,Aberdeen Royal Infirmary,Geriatric Medicine,Royal Aberdeen Children's Hospital,Paediatrics,Aberdeen Royal Infirmary,Respiratory Medicine,Linkwood Medical,General Practice,"Linkwood Medical, The Glassgreen Centre, 2 Thornhill Drive, Elgin, IV30 6GQ (N32707)",Dr Gray's Hospital,Emergency Medicine,,Dr Gray's Hospital,Trauma and Orthopaedic Surgery,
North,ScotN03006,Royal Aberdeen Children's Hospital,Paediatric Surgery,Aberdeen Royal Infirmary,Respiratory Medicine,Aberdeen Royal Infirmary,Geriatric Medicine,Dr Gray's Hospital,Emergency Medicine,,Dr Gray's Hospital,Trauma and Orthopaedic Surgery,,Linkwood Medical,General Practice,"Linkwood Medical, The Glassgreen Centre, 2 Thornhill Drive, Elgin, IV30 6GQ (N32707)"
North,ScotN03007,Aberdeen Royal Infirmary,General (Internal) Medicine,Aberdeen Royal Infirmary,Vascular Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Dr Gray's Hospital,General (Internal) Medicine,,Maryhill Group Practice,General Practice,"Maryhill Group Practice, Maryhill, Elgin, Moray, IV30 1AT (N32779)",Dr Gray's Hospital,Emergency Medicine,
North,ScotN03008,Aberdeen Royal Infirmary,Vascular Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,General (Internal) Medicine,Maryhill Group Practice,General Practice,"Maryhill Group Practice, Maryhill, Elgin, IV30 1AT (N32779)",Dr Gray's Hospital,Emergency Medicine,,Dr Gray's Hospital,General (Internal) Medicine,
North,ScotN03009,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,General (Internal) Medicine,Aberdeen Royal Infirmary,Vascular Surgery,Dr Gray's Hospital,Emergency Medicine,,Dr Gray's Hospital,General (Internal) Medicine,,Maryhill Group Practice,General Practice,"Maryhill Group Practice, Maryhill, Elgin, IV30 1AT (N32779)"
North,ScotN03010,Aberdeen Royal Infirmary,General (Internal) Medicine,Aberdeen Royal Infirmary,Vascular Surgery,Aberdeen Royal Infirmary,Respiratory Medicine,Dr Gray's Hospital,General Psychiatry,,Linkwood Medical,General Practice,"Linkwood Medical, The Glassgreen Centre, 2 Thornhill Drive, Elgin, IV30 6GQ (N32707)",Dr Gray's Hospital,Paediatrics,Paediatrics and Obstetrics and Gynaecology
North,ScotN03011,Aberdeen Royal Infirmary,Vascular Surgery,Aberdeen Royal Infirmary,Respiratory Medicine,Aberdeen Royal Infirmary,General (Internal) Medicine,Linkwood Medical,General Practice,"Linkwood Medical, The Glassgreen Centre, 2 Thornhill Drive, Elgin, IV30 6GQ (N32707)",Dr Gray's Hospital,Paediatrics,Paediatrics and Obstetrics and Gynaecology,Dr Gray's Hospital,General Psychiatry,
North,ScotN03012,Aberdeen Royal Infirmary,Respiratory Medicine,Aberdeen Royal Infirmary,General (Internal) Medicine,Aberdeen Royal Infirmary,Vascular Surgery,Dr Gray's Hospital,Paediatrics,Paediatrics and Obstetrics and Gynaecology,Dr Gray's Hospital,General Psychiatry,,Aberlour Medical Practice,General Practice,"Aberlour Medical Practice, (Branch Surgery of Grantown-on-Spey), Queens Road, Aberlour, Banffshire, AB38 9PR (N33108)"
North,ScotN03013,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Endocrinology and Diabetes Mellitus,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Dr Gray's Hospital,General (Internal) Medicine,,Dr Gray's Hospital,Emergency Medicine,,NHS Grampian,General Practice,
North,ScotN03014,Aberdeen Royal Infirmary,Endocrinology and Diabetes Mellitus,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,NHS Grampian,General Practice,,Dr Gray's Hospital,General (Internal) Medicine,,Dr Gray's Hospital,Emergency Medicine,
North,ScotN03015,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Endocrinology and Diabetes Mellitus,Dr Gray's Hospital,Emergency Medicine,,NHS Grampian,General Practice,,Dr Gray's Hospital,General (Internal) Medicine,
North,ScotN04001,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Aberdeen Royal Infirmary,Urology,,Turriff Medical Practice,General Practice,"Turriff Medical Practice, Turriff Health Centre, Balmellie Road, Turriff, AB53 4DQ (N31723)",Aberdeen Royal Infirmary,General Surgery,
North,ScotN04002,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Turriff Medical Practice,General Practice,"Turriff Medical Practice, Turriff Health Centre, Balmellie Road, Turriff, AB53 4DQ (N31723)",Aberdeen Royal Infirmary,General Surgery,,Aberdeen Royal Infirmary,Urology,
North,ScotN04003,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Aberdeen Royal Infirmary,General Surgery,,Aberdeen Royal Infirmary,Urology,,Turriff Medical Practice,General Practice,"Turriff Medical Practice, Turriff Health Centre, Balmellie Road, Turriff, AB53 4DQ (N31723)"
North,ScotN04004,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Aberdeen Royal Infirmary,Emergency Medicine,,Royal Cornhill Hospital,General Psychiatry,,Aberdeen Royal Infirmary,Neurosurgery,
North,ScotN04005,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Royal Cornhill Hospital,General Psychiatry,,Aberdeen Royal Infirmary,Neurosurgery,,Aberdeen Royal Infirmary,Emergency Medicine,
North,ScotN04006,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Aberdeen Royal Infirmary,Neurosurgery,,Aberdeen Royal Infirmary,Emergency Medicine,,Royal Cornhill Hospital,General Psychiatry,
North,ScotN04007,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Elmbank Group Practice,General Practice,"Elmbank Group Practice, Foresterhill Health Centre, Westburn Road, Aberdeen, AB25 2AY (N30203)",Aberdeen Royal Infirmary,Renal Medicine,,Royal Cornhill Hospital,General Psychiatry,
North,ScotN04008,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Aberdeen Royal Infirmary,Renal Medicine,,Royal Cornhill Hospital,General Psychiatry,,Elmbank Group Practice,General Practice,"Elmbank Group Practice, Foresterhill Health Centre, Westburn Road, Aberdeen, AB25 2AY (N30203)"
North,ScotN04009,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Royal Cornhill Hospital,General Psychiatry,,Elmbank Group Practice,General Practice,"Elmbank Group Practice, Foresterhill Health Centre, Westburn Road, Aberdeen, AB25 2AY (N30203)",Aberdeen Royal Infirmary,Renal Medicine,
North,ScotN04010,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Aberdeen Royal Infirmary,Intensive Care Medicine,,Aberdeen Royal Infirmary,Clinical Oncology,,Aberdeen Royal Infirmary,Emergency Medicine,
North,ScotN04011,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Aberdeen Royal Infirmary,Clinical Oncology,,Aberdeen Royal Infirmary,Emergency Medicine,,Aberdeen Royal Infirmary,Intensive Care Medicine,
North,ScotN04012,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Aberdeen Royal Infirmary,Emergency Medicine,,Aberdeen Royal Infirmary,Intensive Care Medicine,,Aberdeen Royal Infirmary,Clinical Oncology,
North,ScotN04013,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Aberdeen Royal Infirmary,Plastic Surgery,,Aberdeen Community Health and Care Village,Community Sexual and Reproductive Health,,Aberdeen Royal Infirmary,Respiratory Medicine,
North,ScotN04014,Dr Gray's Hospital,General Surgery,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Aberdeen Community Health and Care Village,Community Sexual and Reproductive Health,,Aberdeen Royal Infirmary,Respiratory Medicine,,Aberdeen Royal Infirmary,Plastic Surgery,
North,ScotN04015,Dr Gray's Hospital,General (Internal) Medicine,Dr Gray's Hospital,Anaesthetics,Dr Gray's Hospital,General Surgery,Aberdeen Royal Infirmary,Respiratory Medicine,,Aberdeen Royal Infirmary,Plastic Surgery,,Aberdeen Community Health and Care Village,Community Sexual and Reproductive Health,
North,ScotN05001,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Cardiology,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Clinical Oncology,,Aberdeen Maternity Hospital,Obstetrics and Gynaecology,,Royal Cornhill Hospital,General Psychiatry,
North,ScotN05002,Aberdeen Royal Infirmary,Cardiology,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Maternity Hospital,Obstetrics and Gynaecology,,Royal Cornhill Hospital,General Psychiatry,,Aberdeen Royal Infirmary,Clinical Oncology,
North,ScotN05003,Aberdeen Royal Infirmary,Trauma and Orthopaedic Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Cardiology,Royal Cornhill Hospital,General Psychiatry,,Aberdeen Royal Infirmary,Clinical Oncology,,Aberdeen Maternity Hospital,Obstetrics and Gynaecology,
North,ScotN05004,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Geriatric Medicine,Aberdeen Royal Infirmary,General Surgery,Aberdeen Royal Infirmary,Infectious Diseases,,Aberdeen Royal Infirmary,Haematology,,Woodend General Hospital,Trauma and Orthopaedic Surgery,
North,ScotN05005,Aberdeen Royal Infirmary,Geriatric Medicine,Aberdeen Royal Infirmary,General Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Haematology,,Woodend General Hospital,Trauma and Orthopaedic Surgery,,Aberdeen Royal Infirmary,Infectious Diseases,
North,ScotN05006,Aberdeen Royal Infirmary,General Surgery,Aberdeen Royal Infirmary,Acute Internal Medicine,Aberdeen Royal Infirmary,Geriatric Medicine,Woodend General Hospital,Trauma and Orthopaedic Surgery,,Aberdeen Royal Infirmary,Infectious Diseases,,Aberdeen Royal Infirmary,Haematology,
